Содержание серы,Текущее время моделирования
132,10:22:30
132,10:22:40
132,10:22:50
132,10:23:0
132,10:23:10
132,10:23:20
132,10:23:30
132,10:23:40
132,10:23:50
132,10:24:0
132,10:24:11
132,10:24:21
132,10:24:31
132,10:24:41
132,10:24:51
132,10:25:1
132,10:25:12
132,10:25:22
132,10:25:32
132,10:25:42
132,10:25:53
132,10:26:3
132,10:26:13
132,10:26:23
132,10:26:33
132,10:26:43
132,10:26:53
132,10:27:4
132,10:27:14
132,10:27:24
132,10:27:34
132,10:27:44
132,10:27:55
132,10:28:5
132,10:28:15
132,10:28:25
132,10:28:36
132,10:28:46
132,10:28:56
132,10:29:6
132,10:29:16
132,10:29:27
132,10:29:37
132,10:29:47
132,10:29:57
132,10:30:7
132,10:30:18
132,10:30:28
132,10:30:38
132,10:30:48
132,10:30:58
132,10:31:8
132,10:31:18
132,10:31:29
132,10:31:39
132,10:31:49
132,10:31:59
132,10:32:9
132,10:32:19
132,10:32:29
132,10:32:39
132,10:32:49
132,10:33:0
132,10:33:10
132,10:33:20
132,10:33:30
132,10:33:40
132,10:33:50
132,10:34:0
132,10:34:10
132,10:34:20
132,10:34:30
132,10:34:41
132,10:34:51
132,10:35:1
132,10:35:11
132,10:35:21
132,10:35:31
132,10:35:41
132,10:35:51
132,10:36:2
132,10:36:12
132,10:36:22
132,10:36:32
132,10:36:42
132,10:36:52
132,10:37:2
132,10:37:12
132,10:37:23
132,10:37:33
132,10:37:43
132,10:37:53
132,10:38:3
132,10:38:13
132,10:38:23
132,10:38:33
132,10:38:44
132,10:38:54
132,10:39:4
132,10:39:14
132,10:39:24
132,10:39:34
132,10:39:44
132,10:39:54
132,10:40:4
132,10:40:14
132,10:40:24
132,10:40:34
132,10:40:44
132,10:40:54
132,10:41:4
132,10:41:14
132,10:41:24
132,10:41:34
132,10:41:45
132,10:41:55
132,10:42:5
132,10:42:15
132,10:42:25
132,10:42:35
132,10:42:45
132,10:42:55
132,10:43:5
132,10:43:16
132,10:43:26
132,10:43:36
132,10:43:46
132,10:43:56
132,10:44:6
132,10:44:17
132,10:44:27
132,10:44:37
132,10:44:47
132,10:44:58
132,10:45:8
132,10:45:18
132,10:45:29
132,10:45:39
132,10:45:49
132,10:45:59
132,10:46:10
132,10:46:20
132,10:46:30
132,10:46:40
132,10:46:51
132,10:47:1
132,10:47:11
132,10:47:21
132,10:47:32
132,10:47:42
132,10:47:52
132,10:48:2
132,10:48:12
132,10:48:22
132,10:48:32
132,10:48:42
132,10:48:52
132,10:49:3
132,10:49:13
132,10:49:23
132,10:49:33
132,10:49:43
132,10:49:53
132,10:50:3
132,10:50:13
132,10:50:23
132,10:50:33
132,10:50:43
132,10:50:53
132,10:51:3
132,10:51:13
132,10:51:23
132,10:51:33
132,10:51:43
132,10:51:53
132,10:52:3
132,10:52:13
132,10:52:24
132,10:52:34
132,10:52:44
132,10:52:54
132,10:53:4
132,10:53:14
132,10:53:25
132,10:53:35
132,10:53:45
132,10:53:55
132,10:54:6
132,10:54:16
132,10:54:26
132,10:54:36
132,10:54:47
132,10:54:57
132,10:55:7
132,10:55:18
132,10:55:28
132,10:55:38
132,10:55:49
132,10:55:59
132,10:56:9
132,10:56:20
132,10:56:30
132,10:56:40
132,10:56:50
132,10:57:1
132,10:57:11
132,10:57:21
132,10:57:31
132,10:57:41
132,10:57:51
132,10:58:1
132,10:58:11
132,10:58:22
132,10:58:32
132,10:58:42
132,10:58:52
132,10:59:2
132,10:59:12
132,10:59:22
132,10:59:32
132,10:59:42
132,10:59:52
132,11:0:2
132,11:0:12
132,11:0:22
132,11:0:32
132,11:0:42
132,11:0:52
132,11:1:2
132,11:1:13
132,11:1:23
132,11:1:33
132,11:1:43
132,11:1:53
132,11:2:3
132,11:2:13
132,11:2:23
132,11:2:33
132,11:2:44
132,11:2:54
132,11:3:4
132,11:3:14
132,11:3:24
132,11:3:35
132,11:3:45
132,11:3:55
132,11:4:5
132,11:4:16
132,11:4:26
132,11:4:36
132,11:4:47
132,11:4:57
132,11:5:7
132,11:5:17
132,11:5:28
132,11:5:38
132,11:5:48
132,11:5:59
132,11:6:9
132,11:6:19
132,11:6:29
132,11:6:40
132,11:6:50
132,11:7:0
132,11:7:10
132,11:7:21
132,11:7:31
132,11:7:41
132,11:7:51
132,11:8:1
132,11:8:11
132,11:8:21
132,11:8:32
132,11:8:42
132,11:8:52
132,11:9:2
132,11:9:12
132,11:9:23
132,11:9:33
132,11:9:43
132,11:9:53
132,11:10:3
132,11:10:13
132,11:10:23
132,11:10:34
132,11:10:44
132,11:10:54
132,11:11:4
132,11:11:14
132,11:11:25
132,11:11:35
132,11:11:45
132,11:11:55
132,11:12:5
132,11:12:16
132,11:12:26
132,11:12:36
132,11:12:46
132,11:12:56
132,11:13:7
132,11:13:17
132,11:13:27
132,11:13:37
132,11:13:47
132,11:13:57
132,11:14:8
132,11:14:18
132,11:14:28
132,11:14:38
132,11:14:48
132,11:14:58
132,11:15:9
132,11:15:19
132,11:15:29
132,11:15:39
132,11:15:50
132,11:16:0
132,11:16:10
132,11:16:20
132,11:16:31
132,11:16:41
132,11:16:51
132,11:17:2
132,11:17:12
132,11:17:22
132,11:17:33
132,11:17:43
132,11:17:53
132,11:18:4
132,11:18:14
132,11:18:24
132,11:18:34
132,11:18:44
132,11:18:55
132,11:19:5
132,11:19:15
132,11:19:26
132,11:19:36
132,11:19:46
132,11:19:56
132,11:20:6
132,11:20:17
132,11:20:27
132,11:20:37
132,11:20:47
132,11:20:57
132,11:21:8
132,11:21:18
132,11:21:28
132,11:21:38
132,11:21:49
132,11:21:59
132,11:22:9
132,11:22:19
132,11:22:29
132,11:22:39
132,11:22:50
132,11:23:0
132,11:23:10
132,11:23:20
132,11:23:30
132,11:23:40
132,11:23:51
132,11:24:1
132,11:24:11
132,11:24:21
132,11:24:31
132,11:24:41
132,11:24:51
132,11:25:2
132,11:25:12
132,11:25:22
132,11:25:32
132,11:25:42
132,11:25:52
132,11:26:2
132,11:26:12
132,11:26:22
132,11:26:32
132,11:26:42
132,11:26:52
132,11:27:2
132,11:27:12
132,11:27:22
132,11:27:32
132,11:27:42
132,11:27:52
132,11:28:2
132,11:28:12
132,11:28:22
132,11:28:32
132,11:28:42
132,11:28:52
132,11:29:2
132,11:29:12
132,11:29:22
132,11:29:32
132,11:29:42
132,11:29:52
132,11:30:2
132,11:30:12
132,11:30:22
132,11:30:32
132,11:30:42
132,11:30:52
132,11:31:2
132,11:31:12
132,11:31:22
132,11:31:32
132,11:31:42
132,11:31:52
132,11:32:2
132,11:32:12
132,11:32:22
132,11:32:32
132,11:32:42
132,11:32:52
132,11:33:2
132,11:33:12
132,11:33:23
132,11:33:33
132,11:33:43
132,11:33:53
132,11:34:3
132,11:34:13
132,11:34:23
132,11:34:33
132,11:34:43
132,11:34:53
132,11:35:3
132,11:35:13
132,11:35:23
132,11:35:33
132,11:35:43
132,11:35:53
132,11:36:3
132,11:36:13
132,11:36:23
132,11:36:33
132,11:36:43
132,11:36:53
132,11:37:3
132,11:37:13
132,11:37:23
132,11:37:33
132,11:37:43
132,11:37:53
132,11:38:3
132,11:38:13
132,11:38:22
132,11:38:32
132,11:38:42
132,11:38:52
132,11:39:2
132,11:39:12
132,11:39:22
132,11:39:32
132,11:39:42
132,11:39:52
132,11:40:2
132,11:40:12
132,11:40:22
132,11:40:32
132,11:40:42
132,11:40:52
132,11:41:2
132,11:41:12
132,11:41:22
132,11:41:32
132,11:41:42
132,11:41:52
132,11:42:2
132,11:42:12
132,11:42:22
132,11:42:32
132,11:42:43
132,11:42:53
132,11:43:3
132,11:43:13
132,11:43:23
132,11:43:33
132,11:43:43
132,11:43:53
132,11:44:3
132,11:44:13
132,11:44:23
132,11:44:34
132,11:44:44
132,11:44:54
132,11:45:4
132,11:45:14
132,11:45:24
132,11:45:34
132,11:45:44
132,11:45:54
132,11:46:4
132,11:46:14
132,11:46:24
132,11:46:34
132,11:46:44
132,11:46:54
132,11:47:4
132,11:47:14
132,11:47:24
132,11:47:34
132,11:47:44
132,11:47:54
132,11:48:4
132,11:48:14
132,11:48:24
132,11:48:34
132,11:48:44
132,11:48:54
132,11:49:4
132,11:49:15
132,11:49:25
132,11:49:35
132,11:49:45
132,11:49:55
132,11:50:5
132,11:50:15
132,11:50:25
132,11:50:35
132,11:50:45
132,11:50:55
132,11:51:6
132,11:51:16
132,11:51:26
132,11:51:36
132,11:51:46
132,11:51:56
132,11:52:6
132,11:52:16
132,11:52:26
132,11:52:36
132,11:52:47
132,11:52:57
132,11:53:7
132,11:53:17
132,11:53:27
132,11:53:37
132,11:53:47
132,11:53:57
132,11:54:8
132,11:54:18
132,11:54:28
132,11:54:38
132,11:54:48
132,11:54:58
132,11:55:8
132,11:55:18
132,11:55:29
132,11:55:39
132,11:55:49
132,11:55:59
132,11:56:9
132,11:56:19
132,11:56:29
132,11:56:39
132,11:56:49
132,11:57:0
132,11:57:10
132,11:57:20
132,11:57:30
132,11:57:40
132,11:57:50
132,11:58:0
132,11:58:10
132,11:58:20
132,11:58:30
132,11:58:40
132,11:58:50
132,11:59:0
132,11:59:10
132,11:59:20
132,11:59:29
132,11:59:39
132,11:59:49
132,11:59:59
132,12:0:9
132,12:0:18
132,12:0:28
132,12:0:37
132,12:0:47
132,12:0:57
132,12:1:6
132,12:1:15
132,12:1:25
132,12:1:34
132,12:1:44
132,12:1:53
132,12:2:2
132,12:2:11
132,12:2:20
132,12:2:29
132,12:2:39
132,12:2:48
132,12:2:57
132,12:3:6
132,12:3:14
132,12:3:23
132,12:3:32
132,12:3:41
132,12:3:50
132,12:3:59
132,12:4:8
132,12:4:17
132,12:4:25
132,12:4:34
132,12:4:43
132,12:4:52
132,12:5:1
132,12:5:9
132,12:5:18
132,12:5:27
132,12:5:35
132,12:5:44
132,12:5:53
132,12:6:2
132,12:6:10
132,12:6:19
132,12:6:27
132,12:6:36
132,12:6:45
132,12:6:53
132,12:7:2
132,12:7:10
132,12:7:19
132,12:7:28
132,12:7:36
132,12:7:45
132,12:7:53
132,12:8:2
132,12:8:11
132,12:8:19
132,12:8:28
132,12:8:36
132,12:8:45
132,12:8:53
132,12:9:2
132,12:9:11
132,12:9:19
132,12:9:28
132,12:9:36
132,12:9:45
132,12:9:53
132,12:10:2
132,12:10:10
132,12:10:19
132,12:10:27
132,12:10:36
132,12:10:44
132,12:10:53
132,12:11:1
132,12:11:10
132,12:11:18
132,12:11:27
132,12:11:35
132,12:11:44
132,12:11:52
132,12:12:1
132,12:12:9
132,12:12:18
132,12:12:27
132,12:12:35
132,12:12:44
132,12:12:52
132,12:13:1
132,12:13:9
132,12:13:18
132,12:13:26
132,12:13:35
132,12:13:43
132,12:13:52
132,12:14:0
132,12:14:9
132,12:14:18
132,12:14:26
132,12:14:35
132,12:14:43
132,12:14:52
132,12:15:0
132,12:15:9
132,12:15:17
132,12:15:26
132,12:15:34
132,12:15:43
132,12:15:51
132,12:16:0
132,12:16:8
132,12:16:17
132,12:16:25
132,12:16:34
132,12:16:42
132,12:16:51
132,12:16:59
132,12:17:8
132,12:17:16
132,12:17:25
132,12:17:34
132,12:17:42
132,12:17:51
132,12:17:59
132,12:18:7
132,12:18:16
132,12:18:24
132,12:18:33
132,12:18:41
132,12:18:50
132,12:18:58
132,12:19:7
132,12:19:15
132,12:19:24
132,12:19:32
132,12:19:41
132,12:19:49
132,12:19:58
132,12:20:6
132,12:20:15
132,12:20:23
132,12:20:32
132,12:20:40
132,12:20:49
132,12:20:57
132,12:21:6
132,12:21:14
132,12:21:23
132,12:21:31
132,12:21:39
132,12:21:48
132,12:21:56
132,12:22:5
132,12:22:13
132,12:22:22
132,12:22:30
132,12:22:39
132,12:22:47
132,12:22:56
132,12:23:4
132,12:23:12
132,12:23:21
132,12:23:29
132,12:23:38
132,12:23:46
132,12:23:55
132,12:24:3
132,12:24:12
132,12:24:20
132,12:24:28
132,12:24:37
132,12:24:45
132,12:24:54
132,12:25:2
132,12:25:11
132,12:25:19
132,12:25:27
132,12:25:36
132,12:25:44
132,12:25:53
132,12:26:1
132,12:26:9
132,12:26:18
132,12:26:26
132,12:26:35
132,12:26:43
132,12:26:51
132,12:27:0
132,12:27:8
132,12:27:16
132,12:27:25
132,12:27:33
132,12:27:41
132,12:27:50
132,12:27:58
132,12:28:6
132,12:28:15
132,12:28:23
132,12:28:31
132,12:28:40
132,12:28:48
132,12:28:56
132,12:29:5
132,12:29:13
132,12:29:21
132,12:29:30
132,12:29:38
132,12:29:46
132,12:29:55
132,12:30:3
132,12:30:11
132,12:30:20
132,12:30:28
132,12:30:36
132,12:30:45
132,12:30:53
132,12:31:1
132,12:31:9
132,12:31:18
132,12:31:26
132,12:31:34
132,12:31:43
132,12:31:51
132,12:31:59
132,12:32:8
132,12:32:16
132,12:32:24
132,12:32:33
132,12:32:41
132,12:32:49
132,12:32:58
132,12:33:6
132,12:33:14
132,12:33:22
132,12:33:31
132,12:33:39
132,12:33:47
132,12:33:56
132,12:34:4
132,12:34:12
132,12:34:20
132,12:34:29
132,12:34:37
132,12:34:45
132,12:34:54
132,12:35:2
132,12:35:10
132,12:35:19
132,12:35:27
132,12:35:35
132,12:35:44
132,12:35:52
132,12:36:0
132,12:36:9
132,12:36:17
132,12:36:26
132,12:36:35
132,12:36:44
132,12:36:53
132,12:37:3
132,12:37:13
132,12:37:23
132,12:37:32
132,12:37:42
132,12:37:52
132,12:38:1
132,12:38:11
132,12:38:21
132,12:38:30
132,12:38:40
132,12:38:49
132,12:38:59
132,12:39:8
132,12:39:18
132,12:39:27
132,12:39:36
132,12:39:46
132,12:39:55
132,12:40:5
132,12:40:14
132,12:40:24
132,12:40:33
132,12:40:43
132,12:40:52
132,12:41:1
132,12:41:11
132,12:41:20
132,12:41:29
132,12:41:39
132,12:41:48
132,12:41:57
132,12:42:7
132,12:42:16
132,12:42:26
132,12:42:35
132,12:42:44
132,12:42:54
132,12:43:3
132,12:43:13
132,12:43:22
132,12:43:31
132,12:43:41
132,12:43:50
132,12:44:0
132,12:44:9
132,12:44:19
132,12:44:29
132,12:44:38
132.022,12:44:48
132.498,12:44:57
132.974,12:45:7
132.974,12:45:16
133.451,12:45:26
133.929,12:45:36
134.407,12:45:45
134.885,12:45:55
134.885,12:46:5
135.365,12:46:15
135.365,12:46:24
135.845,12:46:34
135.845,12:46:44
136.326,12:46:54
136.809,12:47:4
136.809,12:47:14
137.292,12:47:24
137.777,12:47:34
138.263,12:47:44
138.751,12:47:54
138.751,12:48:5
139.733,12:48:15
140.228,12:48:25
140.726,12:48:35
141.226,12:48:45
141.727,12:48:55
142.231,12:49:5
142.735,12:49:16
143.241,12:49:26
143.748,12:49:36
144.256,12:49:46
144.256,12:49:56
144.765,12:50:6
145.781,12:50:17
146.287,12:50:27
146.794,12:50:37
147.299,12:50:47
147.805,12:50:57
148.311,12:51:7
148.818,12:51:17
149.325,12:51:27
149.833,12:51:37
150.342,12:51:48
150.851,12:51:58
151.359,12:52:8
151.866,12:52:18
152.373,12:52:28
152.879,12:52:38
153.384,12:52:48
153.889,12:52:58
154.394,12:53:8
154.9,12:53:19
155.405,12:53:29
155.91,12:53:39
156.415,12:53:49
156.92,12:53:59
157.425,12:54:9
157.931,12:54:19
158.436,12:54:29
159.446,12:54:39
159.951,12:54:49
160.457,12:54:59
160.962,12:55:9
160.962,12:55:19
161.467,12:55:30
161.972,12:55:40
162.477,12:55:50
162.477,12:56:0
162.982,12:56:10
163.486,12:56:20
163.989,12:56:31
163.989,12:56:41
164.492,12:56:51
164.994,12:57:1
165.495,12:57:12
165.997,12:57:22
166.501,12:57:32
167.513,12:57:43
168.021,12:57:53
168.53,12:58:3
168.53,12:58:14
169.04,12:58:24
169.552,12:58:34
170.065,12:58:44
170.065,12:58:55
170.58,12:59:5
171.096,12:59:16
171.613,12:59:26
171.613,12:59:37
172.129,12:59:47
172.645,12:59:58
173.16,13:0:8
173.674,13:0:19
173.674,13:0:30
174.187,13:0:40
174.701,13:0:51
175.216,13:1:2
175.216,13:1:13
175.732,13:1:23
176.25,13:1:34
176.769,13:1:45
177.29,13:1:56
177.812,13:2:7
178.335,13:2:17
178.86,13:2:28
179.386,13:2:39
179.914,13:2:50
180,13:3:1
180,13:3:11
180,13:3:22
180,13:3:33
180,13:3:44
180,13:3:55
180,13:4:5
180,13:4:16
180,13:4:27
180,13:4:38
180,13:4:49
180,13:5:0
180,13:5:11
180,13:5:21
180,13:5:32
180,13:5:43
180,13:5:54
180,13:6:5
180,13:6:15
180,13:6:26
180,13:6:37
180,13:6:47
180,13:6:58
180,13:7:9
180,13:7:19
180,13:7:30
180,13:7:40
180,13:7:51
180,13:8:1
180,13:8:12
180,13:8:22
180,13:8:32
180,13:8:43
180,13:8:53
180,13:9:4
180,13:9:14
180,13:9:24
180,13:9:35
180,13:9:45
180,13:9:55
180,13:10:6
180,13:10:16
180,13:10:26
180,13:10:37
180,13:10:47
180,13:10:58
180,13:11:8
180,13:11:19
180,13:11:29
180,13:11:40
180,13:11:50
180,13:12:1
180,13:12:11
180,13:12:22
180,13:12:32
180,13:12:43
180,13:12:54
180,13:13:4
180,13:13:15
180,13:13:26
180,13:13:36
180,13:13:47
180,13:13:57
180,13:14:8
180,13:14:18
180,13:14:29
180,13:14:39
180,13:14:50
180,13:15:0
180,13:15:11
180,13:15:21
180,13:15:32
180,13:15:42
180,13:15:53
180,13:16:3
180,13:16:14
180,13:16:24
180,13:16:35
180,13:16:45
180,13:16:56
180,13:17:6
180,13:17:17
180,13:17:27
180,13:17:38
180,13:17:48
180,13:17:58
180,13:18:9
180,13:18:20
180,13:18:30
180,13:18:41
180,13:18:51
180,13:19:2
180,13:19:12
180,13:19:23
180,13:19:34
180,13:19:44
180,13:19:55
180,13:20:5
180,13:20:16
180,13:20:26
180,13:20:37
180,13:20:48
180,13:20:58
180,13:21:9
180,13:21:19
180,13:21:30
180,13:21:41
180,13:21:51
180,13:22:2
180,13:22:12
180,13:22:23
180,13:22:34
180,13:22:44
180,13:22:55
180,13:23:5
180,13:23:16
180,13:23:27
180,13:23:37
180,13:23:48
180,13:23:59
180,13:24:9
180,13:24:20
180,13:24:31
180,13:24:42
180,13:24:52
180,13:25:3
180,13:25:13
180,13:25:24
180,13:25:35
180,13:25:45
180,13:25:56
180,13:26:7
180,13:26:17
180,13:26:28
180,13:26:39
180,13:26:49
180,13:27:0
180,13:27:11
180,13:27:21
180,13:27:32
180,13:27:43
180,13:27:53
180,13:28:4
180,13:28:14
180,13:28:25
180,13:28:36
180,13:28:46
180,13:28:57
180,13:29:7
180,13:29:18
180,13:29:28
180,13:29:39
180,13:29:49
180,13:30:0
180,13:30:10
180,13:30:21
180,13:30:31
180,13:30:42
180,13:30:52
180,13:31:2
180,13:31:13
180,13:31:23
180,13:31:33
180,13:31:44
180,13:31:54
180,13:32:4
180,13:32:15
180,13:32:25
180,13:32:35
180,13:32:46
180,13:32:56
180,13:33:6
180,13:33:16
180,13:33:26
180,13:33:37
180,13:33:47
180,13:33:57
180,13:34:7
180,13:34:18
180,13:34:28
180,13:34:38
180,13:34:48
180,13:34:59
180,13:35:9
180,13:35:19
180,13:35:29
180,13:35:40
180,13:35:50
180,13:36:0
180,13:36:10
180,13:36:20
180,13:36:31
180,13:36:41
180,13:36:51
180,13:37:1
180,13:37:11
180,13:37:21
180,13:37:31
180,13:37:41
180,13:37:51
180,13:38:2
180,13:38:12
180,13:38:22
180,13:38:32
180,13:38:42
180,13:38:52
180,13:39:2
180,13:39:12
180,13:39:22
180,13:39:32
180,13:39:42
180,13:39:52
180,13:40:2
180,13:40:12
180,13:40:22
180,13:40:32
180,13:40:42
180,13:40:52
180,13:41:2
180,13:41:11
180,13:41:21
180,13:41:31
180,13:41:41
180,13:41:51
180,13:42:1
180,13:42:11
180,13:42:21
180,13:42:30
180,13:42:40
180,13:42:50
180,13:43:0
180,13:43:10
180,13:43:20
180,13:43:30
180,13:43:40
180,13:43:49
180,13:43:59
180,13:44:9
180,13:44:19
180,13:44:29
180,13:44:38
180,13:44:48
180,13:44:58
180,13:45:8
180,13:45:18
180,13:45:27
180,13:45:37
180,13:45:47
180,13:45:57
180,13:46:6
180,13:46:16
180,13:46:26
180,13:46:36
180,13:46:45
180,13:46:55
180,13:47:5
180,13:47:15
180,13:47:24
180,13:47:34
180,13:47:44
180,13:47:53
180,13:48:3
180,13:48:13
180,13:48:22
180,13:48:32
180,13:48:42
180,13:48:52
180,13:49:1
180,13:49:11
180,13:49:21
180,13:49:30
180,13:49:40
180,13:49:50
180,13:49:59
180,13:50:9
180,13:50:19
180,13:50:29
180,13:50:38
180,13:50:48
180,13:50:58
180,13:51:7
180,13:51:17
180,13:51:27
180,13:51:37
180,13:51:46
180,13:51:56
180,13:52:6
180,13:52:16
180,13:52:25
180,13:52:35
180,13:52:45
180,13:52:54
180,13:53:4
180,13:53:14
180,13:53:24
180,13:53:33
180,13:53:43
180,13:53:53
180,13:54:2
180,13:54:12
180,13:54:22
180,13:54:31
180,13:54:41
180,13:54:50
180,13:55:0
180,13:55:10
180,13:55:19
180,13:55:29
180,13:55:38
180,13:55:48
180,13:55:57
180,13:56:6
180,13:56:16
180,13:56:25
180,13:56:35
180,13:56:44
180,13:56:54
180,13:57:3
180,13:57:12
180,13:57:22
180,13:57:31
180,13:57:40
180,13:57:50
180,13:57:59
180,13:58:9
180,13:58:18
180,13:58:27
180,13:58:36
180,13:58:46
180,13:58:55
180,13:59:4
180,13:59:14
180,13:59:23
180,13:59:32
180,13:59:42
180,13:59:51
180,14:0:0
180,14:0:10
180,14:0:19
180,14:0:28
180,14:0:38
180,14:0:47
180,14:0:56
180,14:1:6
180,14:1:15
180,14:1:24
180,14:1:34
180,14:1:43
180,14:1:52
180,14:2:1
180,14:2:11
180,14:2:20
180,14:2:29
180,14:2:39
180,14:2:48
180,14:2:57
180,14:3:6
180,14:3:16
180,14:3:25
180,14:3:34
180,14:3:44
180,14:3:53
180,14:4:2
180,14:4:12
180,14:4:21
180,14:4:30
180,14:4:40
180,14:4:49
180,14:4:58
180,14:5:7
180,14:5:17
180,14:5:26
180,14:5:35
180,14:5:44
180,14:5:54
180,14:6:3
180,14:6:12
180,14:6:22
180,14:6:31
180,14:6:40
180,14:6:49
180,14:6:59
180,14:7:8
180,14:7:17
180,14:7:26
180,14:7:36
180,14:7:45
180,14:7:54
180,14:8:3
180,14:8:13
180,14:8:22
180,14:8:31
180,14:8:40
180,14:8:50
180,14:8:59
180,14:9:8
180,14:9:17
180,14:9:26
180,14:9:35
180,14:9:45
180,14:9:54
180,14:10:3
180,14:10:12
180,14:10:21
180,14:10:30
180,14:10:39
180,14:10:49
180,14:10:58
180,14:11:7
180,14:11:16
180,14:11:25
180,14:11:34
180,14:11:43
180,14:11:53
180,14:12:2
180,14:12:11
180,14:12:20
180,14:12:29
180,14:12:39
180,14:12:48
180,14:12:57
180,14:13:6
180,14:13:15
180,14:13:25
180,14:13:34
180,14:13:43
180,14:13:52
180,14:14:1
180,14:14:11
180,14:14:20
180,14:14:29
180,14:14:38
180,14:14:47
180,14:14:57
180,14:15:6
180,14:15:15
180,14:15:24
180,14:15:33
180,14:15:42
180,14:15:52
180,14:16:1
180,14:16:10
180,14:16:19
180,14:16:28
180,14:16:38
180,14:16:47
180,14:16:56
180,14:17:5
180,14:17:14
180,14:17:24
180,14:17:33
180,14:17:42
180,14:17:51
180,14:18:0
180,14:18:10
180,14:18:19
180,14:18:28
180,14:18:37
180,14:18:46
180,14:18:56
180,14:19:5
180,14:19:14
180,14:19:23
180,14:19:32
180,14:19:42
180,14:19:51
180,14:20:0
180,14:20:9
180,14:20:18
180,14:20:28
180,14:20:37
180,14:20:46
180,14:20:55
180,14:21:4
180,14:21:13
180,14:21:23
180,14:21:32
180,14:21:41
180,14:21:50
180,14:21:59
180,14:22:9
180,14:22:18
180,14:22:27
180,14:22:36
180,14:22:45
180,14:22:55
180,14:23:4
180,14:23:13
180,14:23:22
180,14:23:31
180,14:23:41
180,14:23:50
180,14:23:59
180,14:24:8
180,14:24:17
180,14:24:27
180,14:24:36
180,14:24:45
180,14:24:54
180,14:25:3
180,14:25:12
180,14:25:21
180,14:25:31
180,14:25:40
180,14:25:49
180,14:25:58
180,14:26:7
180,14:26:16
180,14:26:25
180,14:26:35
180,14:26:44
180,14:26:53
180,14:27:2
180,14:27:11
180,14:27:20
180,14:27:30
180,14:27:39
180,14:27:48
180,14:27:57
180,14:28:7
180,14:28:16
180,14:28:25
180,14:28:34
180,14:28:44
180,14:28:53
180,14:29:2
180,14:29:12
180,14:29:21
180,14:29:30
180,14:29:40
180,14:29:49
180,14:29:58
180,14:30:8
180,14:30:17
180,14:30:26
180,14:30:36
180,14:30:45
180,14:30:54
180,14:31:4
180,14:31:13
180,14:31:23
180,14:31:32
180,14:31:41
180,14:31:51
180,14:32:0
180,14:32:10
180,14:32:19
180,14:32:29
180,14:32:38
180,14:32:48
180,14:32:57
180,14:33:7
180,14:33:17
180,14:33:26
180,14:33:36
180,14:33:45
180,14:33:55
180,14:34:5
180,14:34:14
180,14:34:24
180,14:34:33
180,14:34:43
180,14:34:53
180,14:35:2
180,14:35:12
180,14:35:21
180,14:35:31
180,14:35:40
180,14:35:50
180,14:36:0
180,14:36:9
180,14:36:19
180,14:36:28
180,14:36:38
180,14:36:47
180,14:36:57
180,14:37:6
180,14:37:15
180,14:37:25
180,14:37:34
180,14:37:44
180,14:37:53
180,14:38:3
180,14:38:12
180,14:38:22
180,14:38:31
180,14:38:40
180,14:38:50
180,14:38:59
180,14:39:9
180,14:39:18
180,14:39:27
180,14:39:37
180,14:39:46
180,14:39:56
180,14:40:5
180,14:40:14
180,14:40:24
180,14:40:33
180,14:40:42
180,14:40:52
180,14:41:1
180,14:41:10
180,14:41:20
180,14:41:29
180,14:41:38
180,14:41:48
180,14:41:57
180,14:42:6
180,14:42:16
180,14:42:25
180,14:42:34
180,14:42:44
180,14:42:53
180,14:43:2
180,14:43:12
180,14:43:21
180,14:43:30
180,14:43:40
180,14:43:49
180,14:43:58
180,14:44:8
180,14:44:17
180,14:44:26
180,14:44:36
180,14:44:45
180,14:44:54
180,14:45:4
180,14:45:13
180,14:45:23
180,14:45:32
180,14:45:41
180,14:45:51
180,14:46:0
180,14:46:10
180,14:46:19
180,14:46:29
180,14:46:38
180,14:46:48
180,14:46:57
180,14:47:7
180,14:47:16
180,14:47:26
180,14:47:35
180,14:47:45
180,14:47:55
180,14:48:4
180,14:48:14
180,14:48:23
180,14:48:33
180,14:48:43
180,14:48:52
180,14:49:2
180,14:49:11
180,14:49:21
180,14:49:31
180,14:49:40
180,14:49:50
180,14:49:59
180,14:50:9
180,14:50:19
180,14:50:28
180,14:50:38
180,14:50:48
180,14:50:57
180,14:51:7
180,14:51:17
180,14:51:26
180,14:51:36
180,14:51:46
180,14:51:56
180,14:52:5
180,14:52:15
180,14:52:25
180,14:52:34
180,14:52:44
180,14:52:54
180,14:53:4
180,14:53:13
180,14:53:23
180,14:53:33
180,14:53:42
180,14:53:52
180,14:54:2
180,14:54:11
180,14:54:21
180,14:54:31
180,14:54:40
180,14:54:50
180,14:54:59
180,14:55:9
180,14:55:19
180,14:55:28
180,14:55:38
180,14:55:48
180,14:55:57
180,14:56:7
180,14:56:17
180,14:56:26
180,14:56:36
180,14:56:46
180,14:56:55
180,14:57:5
180,14:57:15
180,14:57:24
180,14:57:34
180,14:57:44
180,14:57:53
180,14:58:3
180,14:58:13
180,14:58:22
180,14:58:32
180,14:58:42
180,14:58:52
180,14:59:1
180,14:59:11
180,14:59:21
180,14:59:30
180,14:59:40
180,14:59:50
180,15:0:0
180,15:0:9
180,15:0:19
180,15:0:29
180,15:0:38
180,15:0:48
